variante,distance_hasard
sans featurings ni ad-libs,0.9063032570812155
sans featurings ni ad-libs,0.9588380102874329
sans featurings ni ad-libs,0.9732988416265194
sans featurings ni ad-libs,0.9300690083861186
sans featurings ni ad-libs,0.9148936247251442
sans featurings ni ad-libs,0.899634318953992
sans featurings ni ad-libs,0.9108241480295219
sans featurings ni ad-libs,0.9249529120482479
sans featurings ni ad-libs,0.9034990162031822
sans featurings ni ad-libs,0.9310808829547517
sans featurings ni ad-libs,0.9146294294097128
sans featurings ni ad-libs,0.9587429438571988
sans featurings ni ad-libs,0.9152963955276426
sans featurings ni ad-libs,0.8960571700966411
sans featurings ni ad-libs,0.915123033922128
sans featurings ni ad-libs,0.9671113129781783
sans featurings ni ad-libs,0.912263978039054
sans featurings ni ad-libs,0.9493314552176548
sans featurings ni ad-libs,0.9612154696800685
sans featurings ni ad-libs,0.9410547515589409
sans featurings ni ad-libs,0.9190889951168619
sans featurings ni ad-libs,0.9563220960668208
sans featurings ni ad-libs,0.9471353519651107
sans featurings ni ad-libs,0.9452471125783284
sans featurings ni ad-libs,0.945925126455982
sans featurings ni ad-libs,0.8756569328193744
sans featurings ni ad-libs,0.9261178097137226
sans featurings ni ad-libs,0.9227691701733105
sans featurings ni ad-libs,0.9350967743951435
sans featurings ni ad-libs,0.91068448607213
sans featurings ni ad-libs,0.9627776053106062
sans featurings ni ad-libs,0.9512329793954408
sans featurings ni ad-libs,0.845244999841807
sans featurings ni ad-libs,0.8838390369474554
sans featurings ni ad-libs,0.9184044337951206
sans featurings ni ad-libs,0.8828663817172766
sans featurings ni ad-libs,0.9561169603773971
sans featurings ni ad-libs,0.9657606978690148
sans featurings ni ad-libs,0.9675522522917147
sans featurings ni ad-libs,0.9332643889814892
sans featurings ni ad-libs,0.917292620489785
sans featurings ni ad-libs,0.9400089064300411
sans featurings ni ad-libs,0.9931970296967818
sans featurings ni ad-libs,0.9616311224771698
sans featurings ni ad-libs,0.9650320017578158
sans featurings ni ad-libs,0.9156305773339436
sans featurings ni ad-libs,0.9612822519367595
sans featurings ni ad-libs,0.9509505167385882
sans featurings ni ad-libs,0.9258396195480719
sans featurings ni ad-libs,0.9427953055128802
sans featurings ni ad-libs,0.9281689650322433
sans featurings ni ad-libs,0.9244849956475778
sans featurings ni ad-libs,0.8945383887463316
sans featurings ni ad-libs,0.8798066497488182
sans featurings ni ad-libs,0.9699361234103518
sans featurings ni ad-libs,0.9569773411497791
sans featurings ni ad-libs,0.9647371165025673
sans featurings ni ad-libs,0.9580578361220179
sans featurings ni ad-libs,0.9520755760440512
sans featurings ni ad-libs,0.9043898901951695
sans featurings ni ad-libs,0.9751657350490335
sans featurings ni ad-libs,0.9127776519016689
sans featurings ni ad-libs,0.9842737785189873
